5,4
kirche st katharinen,kirchstrae 16 18
kirche st marien,lbecker strae
forstdienstgehft schwinkenrade,schwinkenrade 8
meilenstein,der b 432
meilenstein,der b 432
meilenstein,der b 432
birkenhof gutshaus,birkenhof 1
birkenhof kuhstall,birkenhof 1
birkenhof pferdestall,birkenhof 1
birkenhof reithalle,birkenhof 1
haupthaus,dorfallee 7
durchfahrtsscheune,dorfallee 7
wohn und wirtschaftsgebude,dorfchaussee 11
fachhallenhaus,dorfchaussee 15
gedenksttte ahrensbk direktorenvilla,flachsrste 16
ehem backhaus,flrkendorfer mhle
flrkendorfer mhle,flrkendorfer mhle
ehem gasthof,gnissauer heckkaten 1
kate kiekbusch,heckkaten 5
wohnhaus der hofanlage heuerstubben,heuerstubben 4
kate,hof glashtte
langereihekate,hohenhorst nord 2
durchfahrtsscheune,hohenhorst nord 9
kirche st katharinen mit ausstattung,kirchstrae 16
wohnhaus,langenschlag 9
realschule altbau,lindenstrae 13
kirche st marien mit ausstattung,lbecker strae
denkmal kaiser wilhelm i,plner strae
rathaus,poststrae 1
ehem amtsgericht,poststrae 3
dreistnderscheune,poststrae 18
schlossplatz ehem amtswiese,poststrae
schlossbrcke,poststrae
fachwerkkate,schwienkuhlen 18
alte forstkate,schwinkenrade 3 b
wohnhaus,sibliner hof
wohnhaus,steindamm 8
scheune,steindamm 8
ehem meierei,tankenrade 36
kirchhof,lbecker strae
wallallee linden,plner strae
gartenallee linden,poststrae
garten,steindamm 8
gut hasselburg,allee 2 3 4 5 6 7 8 10 12 14 16 allee stolper weg 2 stolper weg
kirche altenkrempe,kirchsteig 1
hofanlage muuskniepen,muuskniepen 2 4
hasselburger mhle,zur hasselburger mhle 1 1 2 2 zur hasseldorfer mhle 2
torhaus,allee 4
gutskate,allee 5
gutsscheune,allee 6
nrdliches kavalierhaus,allee 8
herrenhaus,allee 10
sdliches kavalierhaus,allee 12
sog weinschenke,alte heerstrae 31
straenzug alte heerstrae,alte heerstrae
sog weberkate,finkbusch 1
doppelkate,griebeler holzkatenweg 1 3
palmenhaus,heidberg sierhagen 1
gerteschuppen,heidberg sierhagen 1
kirche mit ausstattung,kirchsteig 1
lange reihe kate,milchstrae 11
stallgebude,milchstrae 11 13
lange reihe kate,milchstrae 13
lange reihe kate,milchstrae 14
stallgebude,milchstrae 14 16
lange reihe kate,milchstrae 15
stallgebude,milchstrae 15 17
lange reihe kate,milchstrae 16
lange reihe kate,milchstrae 17
haupthaus,muuskniepen 2 4
scheune,muuskniepen 2 4
mehrfamilienkate,plunkauer weg 2
arbeiterkate,sandfeld 9
gut sierhagen herrenhaus,schlosshof 1
gut sierhagen stliches torhaus,schlosshof
gut sierhagen orangerie,schlosshof
kate,steinklippen 3
hauptgebude,zur hasselburger mhle 1
mhlenscheune,zur hasselburger mhle 2
zufahrtsallee,allee
landschaftspark,allee
kirchhof,kirchsteig 1
kirche st fabian,alt rensefeld
bahnhof bad schwartau,bahnhofstrae 32 34 elisabethstrae geibelstrae 13
wohnhuser bahnhofstrae 20 28,bahnhofstrae 20 22 24 26 28
wohnhuser wilhelmstrae 10 14,wilhelmstrae 10 12 14
kirche st fabian mit ausstattung,alt rensefeld
reklameturm,am petroleumhafen 1
christuskirche mit ausstattung,auguststrae 48
villa,bahnhofstrae 7
wohnhaus,bahnhofstrae 12
wohnhaus,bahnhofstrae 19
wohnhaus,bahnhofstrae 20
wohnhaus,bahnhofstrae 22
wohnhaus,bahnhofstrae 23
wohnhaus,bahnhofstrae 24
wohnhaus,bahnhofstrae 26
wohnhaus,bahnhofstrae 28
bahnhofsgebude,bahnhofstrae 32 34
wasserturm,berliner strae
wohnhaus,elisabethstrae 16
villa frida,elisabethstrae 24
kapelle st georg mit ausstattung,eutiner strae 18
wohnhaus,geibelstrae 7
wohnhaus,geibelstrae 9
sommerhaus klug,geibelstrae 11
stellwerk sn,geibelstrae 13
kath kirche maria knigin,geibelstrae 20
wohnhaus ahlers,hebbelstrae 18
wohnblock,kaltenhfer strae 71 77
ehem sparkassengebude,lbecker strae 9
apotheke,lbecker strae 18
verwaltungsgebude,lbecker strae 49
ehem gasthaus am schlagbaum,lbecker strae 68
amtsgericht,markt 1
bismarcksule,pariner berg
wohnhaus,riesebusch 7
wohnhaus ottens,riesebusch 9
matthias und charlotte jde stift,riesebusch 32 34
villa elita,ringstrae 5
villa bjrnsen,ringstrae 17
wohnhaus,ringstrae 35
wohnhaus,ringstrae 49
wohnhaus spethmann,roonstrae 1
kirche st martin,schmiedekoppel 114
turnhalle,schulstrae 8 10
ehem friedrich august bad,tpferberg 2
wohnhaus,wilhelmstrae 10
wohnhaus,wilhelmstrae 12
wohnhaus,wilhelmstrae 14
kirchhof,alt rensefeld
ehrenhain erster weltkrieg,riesebusch
dunkersche kate,bischof vicelin damm 3 5
kirche st petri,pastor piening weg 4 10 helmoldplatz 3 pastor piening weg
ehrenmal fr die gefallenen beider weltkriege,am ehrenmal
scheune,bergstrae 11
fachhallenhaus,bergstrae 15
wohnhaus ehmke kasch,bichel 1
rauchkate dunker sche kate,bischof vicelin damm 3
ehrenmal fr die gefallenen beider weltkriege,dorfstrae
fachhallenhaus,hauptstrae 18
bauernhof brooksches haus,helmoldplatz 1
ehem organistenhaus,helmoldplatz 3
gutshaus,kiekbusch 2
kirche st petri mit ausstattung,pastor piening weg 10
wilhelm wisser kate,wilhelm wisser strae 9
scheune,wbs 31
friedenseiche,der friedenseiche
kirchhof,pastor piening weg 10
kath kirche st stephanus,der allee 21
