0,2
2 pts field goals made,5 3 times
3 pts field goals attempted,2 korac cup 1997 20.11.1996 vs forbo komfort
3 pts field goals made,1 korac cup 1997 20.11.1996 vs forbo komfort
assists,3 korac cup 1997 20.11.1996 vs forbo komfort
category,career high
defensive rebounds,6 4 times
field goals attempted,12 korac cup 1997 20.11.1996 vs forbo komfort
field goals made,5 3 times
free throws attempted,7 2 times
free throws made,6 european championship men 22 under 1996 02.07.1996 vs belarus
minutes,36 european championship men 22 under 1996 06.07.1996 vs yugoslavia
offensive rebounds,5 european championship men 22 under 1996 30.06.1996 vs lithuania
points,16 european championship men 22 under 1996 02.07.1996 vs belarus
steals,3 2 times
total rebounds,10 2 times
