0,4
ahola peter,2
albelin tommy,339
aliu akim,7
allison jamie,101
amonte tony,161
andersson erik,12
andersson niklas,11
arnold bill,1
ashton brent,32
aucoin adrian,157
babchuk anton,104
backlund mikael,170
baertschi sven,51
bancks carter,2
bartell robin,1
bassen bob,41
baxter paul,209
beers eddy,226
begin steve,159
belak wade,72
berezan perry,152
bergqvist jonas,22
bertuzzi todd,66
berube craig,234
betts blair,35
billins chad,10
bodak bob,3
bolduc dan,2
borschevsky nikolai,8
botterill jason,6
bouchard joel,126
boughner bob,148
bouma lance,121
bourgeois charlie,162
bourque rene,249
bouwmeester jay,259
boyd dustin,192
bozek steve,261
bradley brian,45
breen chris,9
bridgman mel,142
brigley travis,19
brodie t j,185
brubaker jeff,4
bucyk randy,2
bullard mike,136
bure valeri,256
bureau marc,19
butler chris,194
buzek petr,76
byron paul,73
cammalleri michael,216
carson brett,18
cassels andrew,151
cavallini gino,54
cervenka roman,39
charron eric,35
chernomaz rich,14
chiasson steve,168
chorske tom,7
chouinard guy,196
christie ryan,2
christoff steve,45
chucko kris,2
churla shane,34
clark chris,278
clement bill,147
colborne joe,80
comeau blake,91
commodore mike,18
conacher pat,7
conroy craig,507
corbet rene,68
courteau yves,18
cowan jeff,83
coxe craig,7
cundari mark,8
curtale tony,2
cyr denis,66
dahl kevin,179
dahlquist chris,151
dawes nigel,66
degray dale,28
desbiens guillaume,10
dingman chris,72
dollas bobby,49
dome robert,1
domenichelli hnat,96
donovan shean,175
dowd jim,48
drury chris,80
drury ted,34
dupont micki,18
dubinsky steve,84
dunn richie,80
dwyer mike,9
eakin bruce,9
eakins dallas,20
eaves mike,117
eisenhut neil,3
eloranta kari,255
engblom brian,32
eriksson anders,61
esau len,7
evason dean,67
fata rico,27
featherstone glen,13
fenton paul,31
ference andrew,224
ference brad,5
ferguson craig,8
fleury theoren,791
forslund tomas,44
fotiu nick,51
freer mark,2
friesen jeff,72
gagner dave,82
galiardi t.j,62
gaudreau johnny,1
gauthier denis,384
gavey aaron,67
gelinas martin,157
germyn carsen,4
gilmour doug,266
giordano mark,449
glencross curtis,365
glynn brian,68
godard eric,93
godynyuk alexander,33
gould bobby,19
granlund markus,7
gratton benoit,24
green josh,36
greentree kyle,2
greig mark,8
grimson stu,4
guy kevan,42
haas david,2
habscheid marc,46
hagman niklas,106
hale david,69
hampson gord,4
hamrlik roman,126
hannan scott,78
hanowski ben,16
hanson keith,25
harkins todd,20
harrer tim,3
hay dwayne,49
heaphy shawn,1
helenius sami,7
hentunen jukka,28
higgins christopher,12
hindmarch dave,98
hislop jamie,215
hlushko todd,76
hoglund jonas,118
holt randy,56
horak roman,82
housley phil,328
houston ken,112
hrdina jiri,157
hudler jiri,117
hull brett,57
hulse cale,277
hunter mark,133
hunter tim,545
huscroft jamie,109
huselius kristian,216
iginla jarome,1219
ingarfield earl jr,16
ivanans raitis,2
jackman tim,209
jackson jim,107
jaffray jason,3
jalonen kari,34
jantunen marko,3
johansson andreas,28
johansson mathias,46
johansson roger,150
johnson aaron,22
johnson terry,24
jokinen olli,236
jones blair,50
jones david,48
keczmer dan,98
kennedy sheldon,71
kisio kelly,63
knight corban,7
kobasew chuck,210
kohn ladislav,12
kolanos krys,13
konroyd steve,350
korn jim,9
kostopoulos tom,140
kotalik ales,52
kravchuk igor,115
krivokrasov sergei,12
kromm richard,189
kronwall staffan,11
kruse paul,246
kyte jim,63
lavallee kevin,212
labraaten dan,70
lakovic sasha,19
lalonde bobby,1
lamb mark,1
landry eric,15
langkow daymond,392
lapointe claude,32
larose guy,7
lebeau patrick,1
leclerc mike,15
leeman gary,59
lemieux jocelyn,20
leopold jordan,233
lessard rick,7
letang alan,2
letourneau leblond pierre luc,3
lever don,85
lindberg chris,79
lindsay bill,132
lombardi matthew,347
