11,10
play description,wwe
single rf,42
reached e6 ground ball mcauliffe 2b stanley 1b,36
wild pitch mcauliffe 3b stanley 2b,30
walk,28
popfly 3b,35
fielder's choice mcauliffe scores uner stanley 3b northrup 2b cash 1b,25
strikeout,32
strikeout,38
single lf price 2b adv e7,51
bunt groundout c 2b sacrifice price 3b,52
strikeout,59
walk,58
groundout ss 1b,63
lineout 3b,62
strikeout,64
strikeout looking,65
foul flyball 3b,85
flyball lf,86
walk,85
popfly ss,87
groundout 2b 1b,87
strikeout,89
flyball lf,90
groundout 2b p,90
double cf rf,86
walk,83
walk matchick 3b wert 2b,74
popfly 2b,83
flyball cf,92
strikeout looking,93
groundout ss 1b,94
strikeout looking,95
strikeout,96
flyball rf,97
flyball cf,98
strikeout,99
strikeout,100
foul flyball 1b,100
flyball rf,48
flyball lf,47
flyball rf,46
home run,50
groundout 2b 1b,48
single p,50
double lf cf robinson scores,64
strikeout looking,61
flyball rf,58
single rf,67
bunt groundout p 1b sacrifice buford 2b,66
walk,67
flyball rf buford 3b,64
robinson steals 2b,65
groundout ss 1b,59
double lf,71
double rf robinson scores,81
bunt groundout p unassisted sacrifice johnson 3b,81
single cf johnson scores,85
wild pitch phoebus 2b,86
single rf phoebus 3b buford 2b adv throw hm,89
flyball cf,86
flyball lf,83
flyball cf,86
flyball rf,86
groundout 3b 1b,85
lineout 3b,89
single lf,90
bunt pop fly double play bunt 1b 2b,88
strikeout,92
groundout p 1b,91
groundout ss 1b,91
groundout 1b p,94
flyball cf,94
double lf cf,95
popfly 2b,94
single rf,98
strikeout foul bunt,98
strikeout,97
single rf etchebarren out hm 2b c,97
