0,1
0 22,madeline brooks turnover
0 38,kacy swain defensive rebound
0 50,thea lemberger missed free throw
0 50,thea lemberger made free throw
0 50,foul kacy swain
0 57,thea lemberger missed free throw
10 01,kacy swain offensive rebound
10 02,kacy swain missed two point layup
10 11,markel walker defensive rebound
10 19,nirra fields missed three point jumper
11 03,mariah williams turnover
11 08,mariah williams steal
11 19,nirra fields turnover
11 29,foul mariah williams
11 29,official tv timeout
11 42,jasmine dixon made two point layup assisted thea lemberger
11 47,alyssia brewer missed two point layup
11 47,thea lemberger offensive rebound
12 23,nirra fields missed two point layup
12 31,jasmine dixon defensive rebound
12 47,nirra fields made two point layup
12 59,foul alyssia brewer
13 07,jasmine dixon made two point jumper assisted alyssia brewer
13 16,foul kacy swain
13 28,atonye nyingifa made two point layup
13 28,atonye nyingifa made free throw
13 56,atonye nyingifa missed two point layup
13 56,atonye nyingifa offensive rebound
14 02,kacy swain missed two point jumper
14 02,markel walker offensive rebound
14 15,foul nirra fields
14 23,oregon full timeout
14 28,markel walker made two point layup assisted atonye nyingifa
14 31,atonye nyingifa steal
14 51,nirra fields turnover
15 15,atonye nyingifa made two point jumper
15 29,kacy swain steal
15 50,kacy swain turnover
15 50,official tv timeout
15 53,atonye nyingifa offensive rebound
15 55,atonye nyingifa missed two point layup
16 50,nirra fields missed two point jumper
16 55,markel walker steal
17 07,atonye nyingifa made two point jumper assisted markel walker
17 41,foul thea lemberger
17 43,jasmine dixon missed two point layup
18 04,foul thea lemberger
18 13,atonye nyingifa made two point layup assisted jasmine dixon
18 22,foul nirra fields
18 22,ucla full timeout
18 42,jasmine dixon missed two point jumper
18 55,jasmine dixon missed two point layup
18 55,jasmine dixon offensive rebound
19 25,atonye nyingifa made two point layup assisted thea lemberger
19 45,atonye nyingifa defensive rebound
19 54,kari korver missed three point jumper
1 01,atonye nyingifa defensive rebound
1 08,markel walker made two point layup
1 25,ucla full timeout
1 34,markel walker steal
1 45,thea lemberger missed two point layup
2 15,thea lemberger turnover
2 33,foul jasmine dixon
2 44,thea lemberger missed free throw
2 44,thea lemberger made free throw
3 02,markel walker defensive rebound
3 14,jasmine dixon made free throw
3 14,jasmine dixon made free throw
3 59,markel walker turnover
3 59,official tv timeout
4 13,foul markel walker
4 17,markel walker made two point tip shot
4 21,kari korver missed three point jumper
4 21,markel walker offensive rebound
4 37,foul atonye nyingifa
4 45,jasmine dixon block
4 45,oregon full timeout
4 56,atonye nyingifa made two point jumper assisted mariah williams
5 18,foul markel walker
5 38,thea lemberger missed three point jumper
5 50,kacy swain missed two point jumper
5 50,atonye nyingifa offensive rebound
6 16,markel walker missed two point tip shot
6 21,atonye nyingifa missed two point jumper
6 21,markel walker offensive rebound
6 33,foul kacy swain
6 33,kacy swain defensive rebound
6 44,thea lemberger turnover
7 04,jasmine dixon made free throw
7 04,jasmine dixon missed free throw
7 04,markel walker offensive rebound
7 13,foul jasmine dixon
7 13,official tv timeout
7 38,thea lemberger made three point jumper assisted alyssia brewer
8 08,alyssia brewer made two point layup assisted markel walker
8 25,kacy swain defensive rebound
8 55,kacy swain made two point jumper assisted markel walker
9 12,kacy swain turnover
9 12,foul kacy swain
9 12,ucla full timeout
9 38,kari korver missed three point jumper
9 44,foul atonye nyingifa
9 59,kacy swain made two point tip shot
time,ucla
