2,3
michael lavin,"19,380"
jim sanford,"19,379"
shashikant koya,"19,376"
steffen grossmann,"19,375"
peter lubrano,"19,375"
jason morgan,"19,375"
patrick masliah,"19,375"
adam cirnigliaro,"19,375"
wai hong wong,"19,374"
dudley schusterick,"19,373"
mohammed hossafi hossain,"19,372"
anil gulati,"19,372"
johan verkuijl,"19,371"
bogdan tundrea,"19,371"
sally smerdon,"19,370"
somphone sengsouvanh,"19,369"
tornado tim joseph,"19,369"
michael gomola,"19,368"
mersad hackovic,"19,368"
dirk schwender,"19,367"
guido chiodo,"19,367"
terry kavanagh,"19,367"
radu pitic,"19,367"
lisa edwards,"19,365"
sean skarbo,"19,365"
joseph ferry,"19,363"
stephen vuylsteke,"19,363"
linas leonovas,"19,363"
kosta kantchev,"19,363"
dave kolsrud,"19,363"
jean claude mounal,"19,362"
joseph smith,"19,362"
dusan privoznik,"19,361"
warren kwei,"19,361"
sven andersson,"19,360"
michael zats,"19,360"
tom thirion,"19,360"
darrel strebel,"19,359"
matt hendler,"19,359"
christopher way,"19,359"
curtis johnson,"19,359"
eric jackson,"19,359"
patryk hopner,"19,359"
alan nicholls,"19,359"
amine lakhsassi,"19,359"
donald coleman,"19,359"
zachary groseth harris,"19,357"
ben freeman,"19,357"
david attride,"19,356"
oscar esteben,"19,355"
ciro petta,"19,354"
robert ward,"19,353"
franz walser,"19,353"
dale clem,"19,353"
daniel bonfield,"19,352"
caesar singh,"19,352"
john raftery,"19,352"
shawn burns,"19,351"
erick harnish,"19,351"
daniel martinez,"19,351"
oke o'conell,"19,351"
michael rumie,"19,350"
bas van den brink,"19,350"
qi lui,"19,350"
stephen kohan,"19,349"
christopher ball,"19,349"
edwin castro,"19,349"
keith shannon,"19,348"
vale blessing,"19,348"
radisa lukovic,"19,347"
wei xu,"19,346"
liam mckane,"19,346"
nhan tien le,"19,345"
maria parlatore,"19,344"
michael caron,"19,344"
belleh waleed,"19,343"
mika leväniemi,"19,342"
doug hartwick,"19,339"
peter vu,"19,339"
joseph budd,"19,339"
mariuiz chrusciel,"19,339"
samuel white,"19,338"
steven comte,"19,336"
jack ng yow hui,"19,336"
danny hernon,"19,335"
sai mudduluru,"19,334"
jody phillippo,"19,334"
jan dominicus,"19,334"
florian bergauer,"19,332"
markus may,"19,330"
ronald preston,"19,330"
robert israeli,"19,329"
thomas lefort,"19,328"
brian petersen,"19,328"
tsuyoshi ota,"19,328"
allen xin rui lu,"19,328"
steve martinelli,"19,327"
michael pino,"19,327"
zoltan leanyfalvi,"19,326"
gregory cohen,"19,325"
